vehical_name,Registration Year ,Insurance ,Fuel Type ,Seats ,Kms Driven ,RTO ,Ownership ,Engine Displacement ,Transmission ,Year of Manufacture ,Engine ,Power ,Transmission ,Drive Type ,Mileage ,Fuel ,new_vehical_price,vehical_price,other_features
2021 Renault KWID Climber 1.0 MT DT,2021,-,Petrol,5 Seats,"30,000 Kms",Warangal,First Owner,999 cc,Manual,2021,999 cc,67 bhp,Manual,,21.74 kmpl,Petrol,New Car Price ₹6.18 Lakh,₹3.75 Lakh ,"['Keyless Entry', 'Rear Camera', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity', 'Touchscreen', 'Rear Seat Armrest']"
2006 Maruti Swift 1.3 VXi,2006,-,Petrol,5 Seats,"1,20,000 Kms",Secunderabad,Second Owner,1298 cc,Manual,2006,1298 cc,,Manual,,16.1 kmpl,Petrol,New Car Price ₹5.23 Lakh,₹1.20 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2023 Maruti Alto 800 LXI Opt BSVI,2023,-,Petrol,5 Seats,"10,000 Kms",Prakasam,First Owner,796 cc,Manual,2023,796 cc,47.33 bhp,Manual,,22.05 kmpl,Petrol,New Car Price ₹5 Lakh,₹4.50 Lakh ,['Air Conditioner']
2019 Maruti Alto K10 VXI,2019,-,Petrol,5 Seats,"50,000 Kms",contai,Second Owner,998 cc,Manual,2019,998 cc,67.05 bhp,Manual,,23.95 kmpl,Petrol,New Car Price ₹4.81 Lakh,₹2.90 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2020 Kia Carnival Limousine,2020,-,Diesel,7 Seats,"1,20,000 Kms",Seraikela-kharsawan,Second Owner,2199 cc,Automatic,2020,,,Automatic,,,,New Car Price ₹38.72 Lakh,₹20 Lakh ,[]
2024 Maruti Swift VXi,2024,-,Petrol,5 Seats,"30,000 Kms",Paschim Medinipur,First Owner,1197 cc,Manual,2024,1197 cc,80.46 bhp,Manual,,24.8 kmpl,Petrol,New Car Price ₹8.32 Lakh,₹7.75 Lakh ,"['Android Auto/Apple CarPlay', 'Advanced Internet Features']"
2022 Toyota Glanza S BSVI,2022,-,Petrol,5 Seats,"20,000 Kms",Lohit,First Owner,1197 cc,Manual,2022,,,Manual,,,,New Car Price ₹8.23 Lakh,₹6.50 Lakh ,[]
2025 Maruti Dzire Tour S CNG,2025,-,CNG,5 Seats,"1,000 Kms",,First Owner,1197 cc,Manual,2025,1197 cc,76.43 bhp,Manual,,34.3 km/kg,CNG,New Car Price ₹8.41 Lakh,₹70 Thousand ,['Parking Sensors']
2025 Maruti Ertiga ZXI (O) CNG,2025,-,CNG,7 Seats,"12,000 Kms",,First Owner,1462 cc,Manual,2025,1462 cc,86.63 bhp,Manual,,,CNG,New Car Price ₹13.31 Lakh,₹8 Lakh ,"['Touchscreen', 'Parking Sensors', 'Automatic Climate Control', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2019 Maruti Baleno 1.3 Delta,2019,-,Diesel,5 Seats,"44,000 Kms",Imphal,First Owner,1248 cc,Manual,2019,1248 cc,74 bhp,Manual,,27.39 kmpl,Diesel,New Car Price ₹8.57 Lakh,₹5.50 Lakh ,['Automatic Climate Control']
2024 Kia Sonet HTX Turbo iMT,2024,-,Petrol,5 Seats,"10,000 Kms",Paschim Medinipur,First Owner,998 cc,Manual,2024,998 cc,118 bhp,Manual,FWD,18.4 kmpl,Petrol,New Car Price ₹13.33 Lakh,₹12 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Cruise Control', 'Wireless Charger', 'Sunroof', 'Advanced Internet Features']"
2024 Hyundai Grand i10 Nios Sportz Duo CNG,2024,-,CNG,5 Seats,"5,000 Kms",,First Owner,1197 cc,Manual,2024,1197 cc,68 bhp,Manual,,27 km/kg,CNG,New Car Price ₹9.55 Lakh,₹6 Lakh ,"['Rear AC Vents', 'Android Auto/Apple CarPlay', 'Rear Camera']"
2020 Maruti Wagon R VXI 1.2,2020,-,Petrol,5 Seats,"82,000 Kms",,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,Manual,,20.52 kmpl,Petrol,New Car Price ₹6.64 Lakh,₹3.70 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity', 'Steering Mounted Controls']"
2017 Hyundai Xcent CRDi Prime T Plus,2017,-,Diesel,5 Seats,"1,60,000 Kms",contai,First Owner,1120 cc,Manual,2017,1120 cc,73.97 bhp,Manual,,25.4 kmpl,Diesel,New Car Price ₹8.02 Lakh,₹2.50 Lakh ,"['Rear AC Vents', 'Parking Sensors']"
2015 Maruti Celerio LXI,2015,-,Petrol,5 Seats,"40,000 Kms",Hooghly,Second Owner,998 cc,Manual,2015,998 cc,67.04 bhp,Manual,,23.1 kmpl,Petrol,New Car Price ₹4.91 Lakh,₹2 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2014 Mahindra Scorpio LX,2014,-,Diesel,9 Seats,"1,60,000 Kms",Paschim Medinipur,First Owner,2179 cc,Manual,2014,2179 cc,120 bhp,Manual,FWD,12.05 kmpl,Diesel,New Car Price ₹10.38 Lakh,₹3 Lakh ,['Rear AC Vents']
2018 Mahindra KUV 100 NXT G80 K4 Plus,2018,-,Petrol,6 Seats,"85,000 Kms",Pasighat,First Owner,1198 cc,Manual,2018,1198 cc,82 bhp,Manual,,18.15 kmpl,Petrol,New Car Price ₹6.60 Lakh,₹2.10 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer', 'Height Adjustable Driver Seat']"
2024 Mahindra Bolero B4,2024,-,Diesel,7 Seats,"20,000 Kms",Lohit,First Owner,1493 cc,Manual,2024,1493 cc,74.96 bhp,Manual,RWD,16 kmpl,,New Car Price ₹10.57 Lakh,₹9.20 Lakh ,['Parking Sensors']
2016 Tata Zest Revotron 1.2T XM,2016,-,Petrol,5 Seats,"94,000 Kms",Dibang Valley,First Owner,1193 cc,Manual,2016,1193 cc,88.7 bhp,Manual,,17.57 kmpl,Petrol,New Car Price ₹7.35 Lakh,₹2.50 Lakh ,[]
2017 Hyundai i20 1.2 Asta Option,2017,-,Petrol,5 Seats,"1,15,000 Kms",Dibrugarh,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹9.28 Lakh,₹4.50 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Lane Change Indicator', 'Rear Camera']"
2022 Tata Nexon XZ Plus (O) Dark Edition BSVI,2022,-,Petrol,5 Seats,"8,000 Kms",Hooghly,First Owner,1199 cc,Manual,2022,1199 cc,118.36 bhp,Manual,,17.57 kmpl,Petrol,New Car Price ₹13.42 Lakh,₹9.10 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Cooled Glovebox', 'Cruise Control']"
2010 Tata Manza Aura Safire,2010,-,Petrol,5 Seats,"62,000 Kms",,Second Owner,1368 cc,Manual,2010,1368 cc,,Manual,,15 kmpl,Petrol,New Car Price ₹6.05 Lakh,₹1.50 Lakh ,[]
2019 Maruti Ertiga VDI,2019,-,Diesel,7 Seats,"60,000 Kms",bankura,Second Owner,1248 cc,Manual,2019,1248 cc,88.50 bhp,Manual,,25.47 kmpl,Diesel,New Car Price ₹10.99 Lakh,₹6 Lakh ,"['Parking Sensors', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2020 Hyundai Venue S Turbo,2020,-,Petrol,5 Seats,"1,50,000 Kms",Chirang,First Owner,998 cc,Manual,2020,998 cc,118.35 bhp,Manual,FWD,18.27 kmpl,Petrol,New Car Price ₹9.69 Lakh,₹6 Lakh ,"['Rear AC Vents', 'Parking Sensors', 'Cooled Glovebox']"
2014 Hyundai EON Magna Plus,2014,-,Petrol,5 Seats,"2,05,000 Kms",Tinsukia,First Owner,814 cc,Manual,2014,814 cc,55.2 bhp,Manual,,21.1 kmpl,Petrol,New Car Price ₹4.70 Lakh,₹1.20 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2021 Renault Duster RXZ,2021,-,Petrol,5 Seats,"28,000 Kms",AR25,First Owner,1498 cc,Manual,2021,1498 cc,104.55 bhp,Manual,FWD,16.42 kmpl,Petrol,New Car Price ₹11.49 Lakh,₹8.50 Lakh ,"['Automatic Climate Control', 'Parking Sensors', 'Cooled Glovebox', 'Cruise Control']"
2015 Tata Zest Revotron 1.2 XT,2015,-,Petrol,5 Seats,"70,000 Kms",Tinsukia,First Owner,1193 cc,Manual,2015,1193 cc,88.7 bhp,Manual,,17.57 kmpl,Petrol,New Car Price ₹8.75 Lakh,₹2.50 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2015 Maruti Wagon R VXI Optional,2015,-,Petrol,5 Seats,"20,000 Kms",Dibrugarh,First Owner,998 cc,Manual,2015,998 cc,67.04 bhp,Manual,,20.51 kmpl,Petrol,New Car Price ₹6.02 Lakh,₹2.45 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2017 Renault Duster 110PS Diesel RxZ,2017,-,Diesel,5 Seats,"48,000 Kms",Sonitpur,First Owner,1461 cc,Manual,2017,1461 cc,108.45 bhp,Manual,FWD,19.6 kmpl,,New Car Price ₹14.05 Lakh,₹6 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2012 Maruti Ritz VDi,2012,-,Diesel,5 Seats,"30,000 Kms",,First Owner,1248 cc,Manual,2012,1248 cc,73.94 bhp,Manual,,23.2 kmpl,Diesel,New Car Price ₹7.46 Lakh,₹2 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2015 Toyota Etios Cross 1.2L G,2015,-,Petrol,5 Seats,"1,70,000 Kms",Dibrugarh,First Owner,1197 cc,Manual,2015,1197 cc,78.8 bhp,Manual,,18.16 kmpl,Petrol,New Car Price ₹7.63 Lakh,₹3 Lakh ,[]
2021 Maruti Swift VXI,2021,-,Petrol,5 Seats,"70,000 Kms",Tinsukia,Second Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,Manual,,21.21 kmpl,Petrol,New Car Price ₹7.16 Lakh,₹5.20 Lakh ,['Android Auto/Apple CarPlay']
2020 MG Hector Plus Sharp Hybrid MT,2020,-,Petrol,6 Seats,"38,000 Kms",Guwahati,First Owner,1451 cc,Manual,2020,1451 cc,141 bhp,Manual,,14.025 kmpl,Petrol,New Car Price ₹22.81 Lakh,₹13 Lakh ,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control', '360 Degree Camera']"
2023 Maruti Baleno Zeta,2023,-,Petrol,5 Seats,"50,000 Kms",Tinsukia,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,Manual,,22.35 kmpl,Petrol,New Car Price ₹9.75 Lakh,₹6.80 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Android Auto/Apple CarPlay', 'Advanced Internet Features']"
2014 Maruti Alto K10 LX,2014,-,Petrol,5 Seats,"73,000 Kms",Sivasagar,First Owner,998 cc,Manual,2014,998 cc,67.05 bhp,Manual,,23.95 kmpl,Petrol,New Car Price ₹4.14 Lakh,₹2 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2025 Mahindra Scorpio N Z8 Carbon Edition Diesel,2025,-,Diesel,7 Seats,"1,000 Kms",,First Owner,2198 cc,Manual,2025,2198 cc,172.45 bhp,Manual,RWD,15.42 kmpl,Diesel,New Car Price ₹25.73 Lakh,₹10 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Sunroof']"
2022 Honda City VX MT,2022,-,Petrol,5 Seats,"43,000 Kms",Lohit,First Owner,1498 cc,Manual,2022,1498 cc,119.35 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹15.40 Lakh,₹9 Lakh ,"['Height Adjustable Driver Seat', 'Wireless Android Auto/Apple CarPlay', 'Tyre Pressure Monitor', 'Automatic Climate Control', 'Voice Commands']"
2018 Maruti Alto 800 LXI,2018,-,Petrol,5 Seats,"42,000 Kms",,First Owner,796 cc,Manual,2018,796 cc,47.3 bhp,Manual,,24.7 kmpl,Petrol,New Car Price ₹4.05 Lakh,₹2.80 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2013 Mahindra XUV500 W8 2WD,2013,-,Diesel,7 Seats,"51,000 Kms",,Second Owner,2179 cc,Manual,2013,2179 cc,140 bhp,Manual,FWD,15.1 kmpl,Diesel,New Car Price ₹16.45 Lakh,₹4.50 Lakh ,"['Air Purifier', 'Automatic Climate Control', 'Cruise Control']"
2014 Chevrolet Spark 1.0 LT,2014,-,Petrol,5 Seats,"98,000 Kms",,First Owner,995 cc,Manual,2014,995 cc,62.1 bhp,Manual,,16.2 kmpl,Petrol,New Car Price ₹4.84 Lakh,₹80 Thousand ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2017 Ford Aspire 1.2 Ti-VCT Ambiente,2017,-,Petrol,5 Seats,"31,000 Kms",Sivasagar,First Owner,1196 cc,Manual,2017,1196 cc,86.8 bhp,Manual,,18.16 kmpl,Petrol,New Car Price ₹6.62 Lakh,₹3.50 Lakh ,[]
2020 Tata Tigor 1.2 Revotron XB,2020,-,Petrol,5 Seats,"1,60,000 Kms",Dibrugarh,First Owner,1199 cc,Manual,2020,1199 cc,84 bhp,Manual,,23.84 kmpl,Petrol,New Car Price ₹4.29 Lakh,₹2.83 Lakh ,['Parking Sensors']
1991 Maruti Gypsy MG410W HT,,-,Petrol,8 Seats,"70,000 Kms",Tuensang,Fifth Owner,,Manual,,,,Manual,,,Petrol,New Car Price ₹6.88 Lakh,₹1.50 Lakh ,[]
2016 Mahindra Bolero ZLX,2016,-,Diesel,7 Seats,"43,000 Kms",,First Owner,2523 cc,Manual,2016,2523 cc,62.1 bhp,Manual,RWD,15.96 kmpl,,New Car Price ₹11.06 Lakh,₹5 Lakh ,[]
2023 Maruti Swift VXI,2023,-,Petrol,5 Seats,"33,000 Kms",Dibrugarh,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,Manual,,22.38 kmpl,Petrol,New Car Price ₹8.25 Lakh,₹6.80 Lakh ,"['Android Auto/Apple CarPlay', 'Advanced Internet Features']"
2011 Fiat Linea Active,2011,-,Petrol,5 Seats,"50,000 Kms",Tinsukia,Third Owner,1368 cc,Manual,2011,1368 cc,88.7 bhp,Manual,,14.6 kmpl,Petrol,New Car Price ₹8.37 Lakh,₹1.35 Lakh ,['Rear AC Vents']
2023 Maruti Swift VXI,2023,-,Petrol,5 Seats,"33,000 Kms",,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,Manual,,22.38 kmpl,Petrol,New Car Price ₹8.25 Lakh,₹6.80 Lakh ,"['Android Auto/Apple CarPlay', 'Advanced Internet Features']"
2019 Maruti Alto K10 VXI,2019,-,Petrol,5 Seats,"45,000 Kms",Sivasagar,First Owner,998 cc,Manual,2019,998 cc,67.05 bhp,Manual,,23.95 kmpl,Petrol,New Car Price ₹4.50 Lakh,₹3 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2019 Maruti Eeco 7 Seater Standard BSIV,2019,-,Petrol,7 Seats,"40,000 Kms",Sivasagar,Second Owner,1196 cc,Manual,2019,1196 cc,73 bhp,Manual,,15.37 kmpl,Petrol,New Car Price ₹4.73 Lakh,₹3.75 Lakh ,[]
2012 Maruti Swift VDI,2012,-,Diesel,5 Seats,"80,000 Kms",Dhanbad,First Owner,1248 cc,Manual,2012,1248 cc,74 bhp,Manual,,22.9 kmpl,Diesel,New Car Price ₹7.13 Lakh,₹3 Lakh ,[]
2009 Honda City 1.5 S MT,2009,-,Petrol,5 Seats,"1,60,000 Kms",Banaskantha,Fourth Owner,1497 cc,Manual,2009,1497 cc,,Manual,,17 kmpl,Petrol,New Car Price ₹9.34 Lakh,₹1.50 Lakh ,[]
2023 Honda Amaze 2nd Gen VX CVT,2023,-,Petrol,5 Seats,"42,000 Kms",patan,First Owner,1199 cc,Automatic,2023,1199 cc,88.50 bhp,Automatic,,18.3 kmpl,Petrol,New Car Price ₹10.93 Lakh,₹6.50 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Parking Sensors', 'Android Auto/Apple CarPlay', 'Wireless Charging', 'Fog Lights']"
2013 Hyundai i20 Magna,2013,-,Petrol,5 Seats,"1,60,000 Kms",Surat,Third Owner,1197 cc,Manual,2013,1197 cc,82.85 bhp,Manual,,18.5 kmpl,Petrol,New Car Price ₹6.11 Lakh,₹2.15 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2014 Maruti Ertiga ZDI,2014,-,Diesel,7 Seats,"90,000 Kms",Bharuch,Third Owner,1248 cc,Manual,2014,1248 cc,88.8 bhp,Manual,,20.77 kmpl,Diesel,New Car Price ₹10.08 Lakh,₹6 Lakh ,"['Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2016 Hyundai i10 Magna 1.1L,2016,-,Petrol,5 Seats,"36,000 Kms",Patna,First Owner,1086 cc,Manual,2016,1086 cc,68.05 bhp,Manual,,19.81 kmpl,Petrol,New Car Price ₹5.33 Lakh,₹2.50 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2020 Hyundai Grand i10 Nios Sportz,2020,-,Petrol,5 Seats,"52,000 Kms",Patna,First Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,Manual,,20.7 kmpl,Petrol,New Car Price ₹7.12 Lakh,₹5.80 Lakh ,"['Rear AC Vents', 'Automatic Climate Control', 'Android Auto/Apple CarPlay', 'Rear Camera']"
2020 Maruti Baleno Zeta,2020,-,Petrol,5 Seats,"90,000 Kms",patan,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,Manual,,21.01 kmpl,Petrol,New Car Price ₹8.56 Lakh,₹6.11 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Android Auto/Apple CarPlay']"
2008 Maruti SX4 Zxi with Leather BSIII,2008,-,Petrol,5 Seats,"1,20,000 Kms",patan,Second Owner,1586 cc,Manual,2008,1586 cc,,Manual,,15.6 kmpl,Petrol,New Car Price ₹8.68 Lakh,₹1.50 Lakh ,['Automatic Climate Control']
2022 Tata Nexon XZA Plus P AMT,2022,-,Petrol,5 Seats,"43,000 Kms",,First Owner,1199 cc,Automatic,2022,1199 cc,118.36 bhp,Automatic,,16.35 kmpl,Petrol,New Car Price ₹14.09 Lakh,₹8.75 Lakh ,"['Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2022 Mahindra XUV300 W6 Sunroof BSVI,2022,-,Petrol,5 Seats,"1,24,000 Kms",,First Owner,1197 cc,Manual,2022,1197 cc,108.6 bhp,Manual,FWD,17 kmpl,,New Car Price ₹11.08 Lakh,₹9.50 Lakh ,['Parking Sensors']
2024 Toyota Fortuner 4X2 Diesel,2024,-,Diesel,7 Seats,"47,000 Kms",patan,Second Owner,2755 cc,Manual,2024,2755 cc,201.15 bhp,Manual,2WD,14 kmpl,Diesel,New Car Price ₹40.97 Lakh,₹32 Lakh ,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2009 Maruti Swift Vdi BSIII,2009,-,Diesel,5 Seats,"1,50,000 Kms",patan,Second Owner,1248 cc,Manual,2009,1248 cc,,Manual,,17.8 kmpl,Diesel,New Car Price ₹5.80 Lakh,₹1.20 Lakh ,"['Central Locking', 'Air Conditioner']"
2014 Maruti Wagon R VXI BS IV,2014,-,Petrol,5 Seats,"1,03,000 Kms",Banaskantha,First Owner,998 cc,Manual,2014,998 cc,67.04 bhp,Manual,,20.51 kmpl,Petrol,New Car Price ₹5.04 Lakh,₹2.70 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2010 Maruti Alto 800 LXi,2010,-,Petrol,5 Seats,"1,93,000 Kms",Banaskantha,First Owner,796 cc,Manual,2010,796 cc,46.3 bhp,Manual,,19.7 kmpl,Petrol,New Car Price ₹3.36 Lakh,₹1 Lakh ,"['Air Conditioner', 'Bluetooth Connectivity']"
2019 Datsun GO Plus A Option Petrol,2019,-,Petrol,7 Seats,"48,000 Kms",Samastipur,First Owner,1198 cc,Manual,2019,1198 cc,67.05 bhp,Manual,,19.02 kmpl,Petrol,New Car Price ₹6.42 Lakh,₹3 Lakh ,"['Parking Sensors', 'Tumble Fold Seats']"
2007 Maruti Swift 1.3 VXi,2007,-,Petrol,5 Seats,"13,000 Kms",Banaskantha,Fifth Owner,1298 cc,Manual,2007,1298 cc,,Manual,,16.1 kmpl,Petrol,New Car Price ₹4.92 Lakh,₹1 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2021 Maruti Swift VXI,2021,-,Petrol,5 Seats,"55,000 Kms",patan,Third Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,Manual,,21.21 kmpl,Petrol,New Car Price ₹6.91 Lakh,₹5.50 Lakh ,['Android Auto/Apple CarPlay']
2017 Hyundai Verna 1.6 SX VTVT,2017,-,Petrol,5 Seats,"1,00,000 Kms",Ahmedabad,Second Owner,1591 cc,Manual,2017,1591 cc,121.3 bhp,Manual,,17.01 kmpl,Petrol,New Car Price ₹10.73 Lakh,₹6 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2022 Maruti Ertiga CNG VXI,2022,-,CNG,7 Seats,"1,07,000 Kms",,First Owner,1462 cc,Manual,2022,1462 cc,91.19 bhp,Manual,,26.08 km/kg,CNG,New Car Price ₹10.95 Lakh,₹10.25 Lakh ,"['Parking Sensors', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2020 MG Hector Sharp Diesel MT BSIV,2020,Zero Dep,Diesel,5 Seats,"80,000 Kms",Ranga reddy,Second Owner,1956 cc,Manual,2020,1956 cc,167.68 bhp,Manual,FWD,17.41 kmpl,Diesel,New Car Price ₹21.33 Lakh,₹11.75 Lakh ,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control', '360 Degree Camera']"
2023 Hyundai Grand i10 Nios Sportz,2023,-,Petrol,5 Seats,"50,000 Kms",Medak District,First Owner,1197 cc,Manual,2023,1197 cc,82 bhp,Manual,,18 kmpl,Petrol,New Car Price ₹9.38 Lakh,₹6.45 Lakh ,"['Rear AC Vents', 'Automatic Climate Control', 'Android Auto/Apple CarPlay', 'Rear Camera']"
2015 Maruti Wagon R VXI BS IV,2015,-,Petrol,5 Seats,"1,00,000 Kms",Medak District,First Owner,998 cc,Manual,2015,998 cc,67.04 bhp,Manual,,20.51 kmpl,Petrol,New Car Price ₹5.43 Lakh,₹3.15 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2008 BMW 3 Series 320d,2008,-,Diesel,5 Seats,"1,20,000 Kms",Ranga reddy,Second Owner,1995 cc,Automatic,2008,1995 cc,,Automatic,,13.2 kmpl,Diesel,New Car Price ₹36.50 Lakh,₹5.50 Lakh ,"['Leather Seats', 'Tyre Pressure Monitor', 'Automatic Climate Control', 'Air Purifier']"
2019 Maruti Eeco CNG 5 Seater AC BSIV,2019,-,CNG,5 Seats,"1,50,000 Kms",patan,First Owner,1196 cc,Manual,2019,1196 cc,61.7 bhp,Manual,,21.94 km/kg,CNG,New Car Price ₹5.66 Lakh,₹4.40 Lakh ,[]
2021 Nissan Magnite XV BSVI,2021,-,Petrol,5 Seats,"50,000 Kms",Prakasam,First Owner,999 cc,Manual,2021,999 cc,71.02 bhp,Manual,,18.75 kmpl,Petrol,New Car Price ₹9.25 Lakh,₹6.80 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2023 Tata Altroz XM,2023,-,Petrol,5 Seats,"20,000 Kms",Ranga reddy,First Owner,1199 cc,Manual,2023,1199 cc,86.79 bhp,Manual,,19.05 kmpl,Petrol,New Car Price ₹8.24 Lakh,₹7.90 Lakh ,"['Android Auto/Apple CarPlay', 'Advanced Internet Features']"
2016 Datsun GO Plus T BSIV,2016,-,Petrol,7 Seats,"40,000 Kms",Ranga reddy,First Owner,1198 cc,Manual,2016,1198 cc,67 bhp,Manual,,19.44 kmpl,Petrol,New Car Price ₹6.63 Lakh,₹2.60 Lakh ,['Tumble Fold Seats']
2023 Mercedes-Benz GLC 300,Dec 2023,Comprehensive,Petrol,5 Seats,"6,000 Kms",Ranga reddy,First Owner,1999 cc,Automatic,2023,,,Automatic,,,,New Car Price ₹94.65 Lakh,₹72 Lakh ,[]
2019 Mahindra KUV 100 NXT G80 K4 Plus,2019,-,Petrol,6 Seats,"80,000 Kms",Hyderabad,First Owner,1198 cc,Manual,2019,,,Manual,,,,New Car Price ₹6.91 Lakh,₹3.80 Lakh ,[]
2017 Hyundai i20 Magna 1.4 CRDi,2017,-,Diesel,5 Seats,"1,50,000 Kms",Secunderabad,Second Owner,1396 cc,Manual,2017,,,Manual,,,,New Car Price ₹8.99 Lakh,₹5.30 Lakh ,[]
2017 Hyundai Tucson 2.0 Dual VTVT 2WD MT,Mar 2017,-,Petrol,5 Seats,"54,000 Kms",Pune,Second Owner,1999 cc,Manual,2017,1999 cc,152.88 bhp,Manual,2WD,13.03 kmpl,,New Car Price ₹22.22 Lakh,₹8.25 Lakh Make Your Offer,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Drive Modes']"
2013 Maruti Swift Dzire VXI,2013,-,Petrol,5 Seats,"1,20,000 Kms",Ranga reddy,First Owner,1197 cc,Manual,2013,1197 cc,85.8 bhp,Manual,,19.1 kmpl,Petrol,New Car Price ₹6.76 Lakh,₹3.30 Lakh ,[]
2024 Tata Tiago EV XT LR,2024,-,Electric,5 Seats,"10,000 Kms",TG15,First Owner,,Automatic,2024,,73.75 bhp,Automatic,,,,New Car Price ₹10.65 Lakh,₹9.20 Lakh ,"['Digital Instrument Cluster', 'Auto Dimming IRVM', 'KeyLess Entry', 'Automatic Climate Control', 'Parking Sensors', 'Power Windows', 'Advanced Internet Features']"
2023 Hyundai Verna S Plus Diesel,2023,-,Diesel,5 Seats,"40,000 Kms",Medak District,First Owner,1493 cc,Manual,2023,1493 cc,113.45 bhp,Manual,,25 kmpl,Diesel,New Car Price ₹13.84 Lakh,₹11.25 Lakh ,"['Rear AC Vents', 'Parking Sensors', 'Android Auto/Apple CarPlay']"
2023 Kia Seltos GTX Plus,May 2023,-,Petrol,5 Seats,"3,000 Kms",Hyderabad,First Owner,1353 cc,Manual,2023,1353 cc,138.08 bhp,Manual,FWD,16.5 kmpl,Petrol,New Car Price ₹21.29 Lakh,₹15.95 Lakh Make Your Offer,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Cruise Control', '360 Degree Camera']"
2018 Mahindra XUV500 W7 AT BSIV,2018,-,Diesel,7 Seats,"50,000 Kms",TG07,First Owner,2179 cc,Automatic,2018,2179 cc,152.87 bhp,Automatic,FWD,15.1 kmpl,,New Car Price ₹18.94 Lakh,₹9 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2017 Maruti Wagon R VXI Plus Optional,Mar 2017,Comprehensive,Petrol,5 Seats,"51,915 Kms",Pimpri chinchwad,Second Owner,998 cc,Manual,2017,998 cc,67.04 bhp,Manual,,20.51 kmpl,Petrol,New Car Price ₹5.82 Lakh,₹3.90 Lakh Make Your Offer,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
